pmid,gene1,gene2,sentence,class,details,gene1_char_start,gene1_char_end,gene2_char_start,gene2_char_end
10868948,HNF3B,MODY,We have tested this hypothesis by screening a panel of 57 unrelated Japanese subjects with a clinical diagnosis of MODY for mutations in HNF3B.,FP,general or irrelevant information,137,142,115,119
10908559,Id-1,helix-loop-helix protein,"Recently it was reported that forced overexpression of the helix-loop-helix protein Id-1 was capable of immortalizing keratinocytes, secondary to activation of telomerase activity and suppression of p16/Rb-mediated growth arrest pathways.",FP,general or irrelevant information,84,88,59,83
10944465,TTF-2,thyroid transcription factor,The thyroid transcription factor TTF-2 is a forkhead-containing protein involved in thyroid-specific gene expression and necessary for thyroid morphogenesis.,FP,general or irrelevant information,33,38,4,32
10958784,PPAR,PAX8,"PAX8-PPARgamma1 mRNA and protein were detected in 5 of 8 thyroid follicular carcinomas but not in 20 follicular adenomas, 10 papillary carcinomas, or 10 multinodular hyperplasias.",FP,general or irrelevant information,5,9,0,4
10975680,ERF,FLI1,"In this study, we demonstrate that the ES transformed phenotype can be suppressed by chimeric transcriptional repressors containing the DNA-binding domain of FLI1 and the regulatory and repressor domain of ERF, a transcription suppressor and member of the ets gene family.",FP,general or irrelevant information,206,209,158,162
11031250,Max,Myc,The Myc/Max/Mad network and the transcriptional control of cell behavior.,FP,general or irrelevant information,8,11,4,7
11113393,fra-2,c-fos,"Expression of c-jun, junB, and c-fos peaked 30 minutes after the injection while fra-2 expression peaked 30 minutes later.",FP,general or irrelevant information,81,86,31,36
11113393,fra-2,c-jun,"Expression of c-jun, junB, and c-fos peaked 30 minutes after the injection while fra-2 expression peaked 30 minutes later.",FP,general or irrelevant information,81,86,14,19
11165321,ETV6,MLL,"In AML, gene amplification by ring formation has been demonstrated only in another three patients (amplification of the MLL gene in two cases and of the ETV6 gene in one case).",FP,general or irrelevant information,153,157,120,123
11171987,Stat1,Stat3,Constitutively activated Stat3 protects fibroblasts from serum withdrawal and UV-induced apoptosis and antagonizes the proapoptotic effects of activated Stat1.,FP,general or irrelevant information,153,158,25,30
11189444,Fos,HSF1,"Therefore, besides its known function in the stress response, HSP70 also has the property of a corepressor and combines with HSF1 to antagonize Fos expression and may thus impact multiple aspects of cell regulation",FP,general or irrelevant information,144,147,125,129
11316804,TAF(II)250,c-Jun,We hypothesized that c-Jun is capable of derepressing the effect of the TAF(II)250 N terminus on TFIID-driven transcription.,FP,general or irrelevant information,72,82,21,26
11316804,TFIID,c-Jun,We hypothesized that c-Jun is capable of derepressing the effect of the TAF(II)250 N terminus on TFIID-driven transcription.,FP,general or irrelevant information,97,102,21,26
11316804,TFIID,TAF(II)250,We hypothesized that c-Jun is capable of derepressing the effect of the TAF(II)250 N terminus on TFIID-driven transcription.,FP,general or irrelevant information,97,102,72,82
11320240,NFAT1,Fos,The reorientation of Fos-Jun by NFAT1 was not inhibited by competitor oligonucleotides or heterodimers.,FP,general or irrelevant information,32,37,21,24
11422041,c-Myc,Max,"Max is the best known heterodimeric partner of c-Myc, interacting with its C-terminal domain, and Bin1 is an adaptor protein interacting with its N-terminal domain.",FP,general or irrelevant information,47,52,0,3
11470825,Tcf-1,TCF,"Also, 1alpha,25(OH)2D(3) inhibited expression of beta-catenin-TCF-4-responsive genes, c-myc, peroxisome proliferator-activated receptor delta, Tcf-1, and CD44, whereas it induced expression of ZO-1.",FP,general or irrelevant information,143,148,62,65
11504730,SREBP-1c,NR1H3,"The nuclear receptors liver X receptor alpha (LXRalpha) (NR1H3) and LXRbeta (NR1H2) are important regulators of genes involved in lipid metabolism, including ABCA1, ABCG1, and sterol regulatory element-binding protein-1c (SREBP-1c).",FP,general or irrelevant information,222,230,57,62
11504730,SREBP-1c,NR1H2,"The nuclear receptors liver X receptor alpha (LXRalpha) (NR1H3) and LXRbeta (NR1H2) are important regulators of genes involved in lipid metabolism, including ABCA1, ABCG1, and sterol regulatory element-binding protein-1c (SREBP-1c).",FP,general or irrelevant information,222,230,77,82
11508826,Pax8,Prop1,"The following topics are addressed: molecular mutations causing central hypothyroidism (isolated autosomal recessive TRH deficiency; autosomal recessive TRH-receptor inactivating mutations; TSH beta-subunit bio-inactivating mutations; Pit-1 mutations; Prop1 mutations; high molecular weight bio-inactive TSH); defects in response to TSH (mutations in the TSH receptor: TSH receptor gain-of-function mutations; TSH receptor loss-of-function mutations); defects in thyroid gland formation: transcription factor mutations (TTF-2 and Pax8); defects in peripheral thyroid hormone metabolism (defective intrapituitary conversion of T4 to T3; hemangioma consumption of thyroid hormone); and defects in tissue response to thyroid hormone (generalized thyroid hormone resistance, selective pituitary thyroid hormone resistance).",FP,general or irrelevant information,530,534,252,257
11559933,IRF2,IRF1,Alterations in IRF1/IRF2 expression in acute myelogenous leukemia.,FP,general or irrelevant information,20,24,15,19
11689848,E2F transcription factor,p53,We have constructed a virus (01/PEME) containing a novel regulatory circuit in which p53-dependent expression of an antagonist of the E2F transcription factor inhibits viral replication in normal cells.,FP,general or irrelevant information,134,158,85,88
11707390,IkappaBalpha,Bcl-3,"The two structures are highly similar over the central ankyrin repeats but differ in the N-terminal repeat and at the C-terminus, where Bcl-3 contains a seventh repeat in place of the acidic PEST region of IkappaBalpha.",FP,general or irrelevant information,206,218,136,141
11727934,HIF-1alpha,c-myc,"Whereas c-myc is a direct target for oncogenic mutations, expression of hypoxia-inducible factor 1 (HIF-1) is indirectly up-regulated via gain-of-function mutations in oncogenes and loss-of-function mutations in tumour suppressor genes that result increased HIF-1alpha protein expression and/or increased HIF-1 transcriptional activity in a cell-type-specific manner.",FP,general or irrelevant information,258,268,8,13
11796106,Pax-5,Ets-1,Ets-1 flips for new partner Pax-5.,FP,general or irrelevant information,28,33,0,5
11801462,AML1,TEL,The within-assay coefficient of variation (CV) for TEL-AML1 was 7.0% and the between-assay CV was 13%.,FP,general or irrelevant information,55,59,51,54
11840500,PPARA,RXRB,"A Val95Ala polymorphism of the RXRB gene, a Val227Ala polymorphism in the PPARA gene, and two synonymous single-nucleotide and CA repeat polymorphisms in the 5' region and 3' untranslated region of the NR4A2 gene were identified.",FP,general or irrelevant information,74,79,31,35
11950812,gadd153,c-myc,"Among several genes selected by cDNA array screening, quantitative RT-PCR analysis confirmed downregulation of c-myc expression and upregulation of c-jun and gadd153 expression by 15d-PGJ2 and TGZ.",FP,general or irrelevant information,158,165,111,116
11980846,FOXE3,PAX6,"In a small cohort (n = 13) of patients with Peters' anomaly, shown to be normal in the PAX6 locus, one individual was found to be heterozygous for a nonconservative missense mutation in FOXE3.",FP,general or irrelevant information,186,191,87,91
11990793,SOX9,SRY,"However, important pieces of the puzzle are still missing, such as the molecular nature of the sex switch in marsupials, monotremes and non-mammalian vertebrates; the target of SRY; the upstream regulators of SOX9; and the genes in the ovarian pathway.",FP,general or irrelevant information,209,213,177,180
12036432,Sp1,BTEB,"In the present study, we report the molecular and functional characterization of BTE-binding protein (BTEB) 4, a novel ubiquitously expressed member of the Sp1-like proteins family.",FP,general or irrelevant information,156,159,102,106
12036432,Sp1,BTEB,Thus the identification of this protein expands the repertoire of BTEB-like members of the Sp1-like protein family involved in transcriptional repression.,FP,general or irrelevant information,91,94,66,70
12052834,c-Jun,JunD,The JunD transcription factor is one member of the Jun family of proteins that also includes c-Jun and JunB.,FP,general or irrelevant information,93,98,4,8
12111652,HLF,E2A,RT-PCR was used to detect the E2A-HLF transcript.,FP,general or irrelevant information,34,37,30,33
12130543,Sf1,Wilms tumor,The Wilms tumor suppressor WT1 regulates early gonad development by activation of Sf1.,FP,general or irrelevant information,82,85,4,15
12130543,Sf1,WT1,The Wilms tumor suppressor WT1 regulates early gonad development by activation of Sf1.,FP,general or irrelevant information,82,85,27,30
12192602,p73,N-myc,N-myc modulates expression of p73 in neuroblastoma.,FP,general or irrelevant information,30,33,0,5
12384983,Smad3,Smad2,"ALK-5 and ALK-1 mediate TGF-beta signals through distinct Smad proteins, i.e., Smad2/Smad3 and Smad1/Smad5, respectively.",FP,general or irrelevant information,85,90,79,84
12401788,NF-YC,NF-YB,The NF-YB/NF-YC structure gives insight into DNA binding and transcription regulation by CCAAT factor NF-Y.,FP,general or irrelevant information,10,15,4,9
12420222,SOX9,RAR,RAR agonists stimulate SOX9 gene expression in breast cancer cell lines: evidence for a role in retinoid-mediated growth inhibition.,FP,general or irrelevant information,23,27,0,3
12424252,C/EBPalpha,SREBP-1,"Despite decreased levels of CNTFRalpha expression in fully differentiated 3T3-L1 adipocytes, CNTF treatment of these cells resulted in a time-dependent activation of STAT 3. Chronic treatment of adipocytes resulted in a substantial decrease in fatty-acid synthase and a notable decline in SREBP-1 levels but had no effect on the expression of peroxisome proliferator-activated receptor gamma, acrp30, adipocyte-expressed STAT proteins, or C/EBPalpha.",FP,general or irrelevant information,439,449,289,296
12524540,p53,iASPP,iASPP expression is upregulated in human breast carcinomas expressing wild-type p53 and normal levels of ASPP.,FP,general or irrelevant information,80,83,0,5
12526101,BETA2,Id,Id2 inhibited E-box mediated gene expression in a dose dependent manner in BETA2/NeuroD expressing HIT cells.,FP,general or irrelevant information,75,80,0,2
12526101,NeuroD,Id,Id2 inhibited E-box mediated gene expression in a dose dependent manner in BETA2/NeuroD expressing HIT cells.,FP,general or irrelevant information,81,87,0,2
12526101,BETA2,Id,"In this study, we investigated the effect of Id on the function of BETA2/NeuroD, a bHLH transcription factor responsible for neuron and endocrine cell specific gene expression.",FP,general or irrelevant information,67,72,45,47
12526101,NeuroD,Id,"In this study, we investigated the effect of Id on the function of BETA2/NeuroD, a bHLH transcription factor responsible for neuron and endocrine cell specific gene expression.",FP,general or irrelevant information,73,79,45,47
