pmid,gene1,gene2,sentence,class,details
15356655,AML1,TEL,"TEL deletions, trisomy 21 and an additional der(21)t(12;21) were detected in 52 (55%), 13 (14%) and 14 (15%) TEL/AML1+ patients, respectively.",FP,general or irrelevant information
15383177,SOX9,SF1,"Basal expression of AMH is induced by SOX9; GATA4, SF1, and WT1 enhance SOX9-activated expression.",FP,general or irrelevant information
15383177,SOX9,GATA4,"Basal expression of AMH is induced by SOX9; GATA4, SF1, and WT1 enhance SOX9-activated expression.",FP,general or irrelevant information
15688035,FKHR,Pax3,"Thus, our data reveal that Pax3/FKHR regulates a distinct but overlapping set of genes relative to Pax3 and that the global set of Pax3 and Pax3/FKHR gene targets is cell-type specific.",FP,general or irrelevant information
15780936,HIF-1alpha,Myc,HIF-1alpha displaces the transcriptional activator Myc from Sp1 binding to repress MutSalpha expression in a p53-dependent manner; Sp1 serves as a molecular switch by recruiting HIF-1alpha to the gene promoter under hypoxia.,FP,general or irrelevant information
15780936,HIF-1alpha,Sp1,HIF-1alpha displaces the transcriptional activator Myc from Sp1 binding to repress MutSalpha expression in a p53-dependent manner; Sp1 serves as a molecular switch by recruiting HIF-1alpha to the gene promoter under hypoxia.,FP,general or irrelevant information
15837750,TEL,AML1,"The TEL-AML1 fusion product was expressed in all t(12;21)+ cases, whereas the reciprocal fusion product AML1-TEL was expressed in only 76%.",FP,general or irrelevant information
15837750,AML1,TEL,"The TEL-AML1 fusion product was expressed in all t(12;21)+ cases, whereas the reciprocal fusion product AML1-TEL was expressed in only 76%.",FP,general or irrelevant information
15897903,HIF-1,p53,"Given striking similarities between p53 and HIF-1alpha regulation, we previously suggested that HIF-1 transcriptionally initiates its own degradation and therefore inhibitors of transcription must induce HIF-1alpha.",FP,general or irrelevant information
15928669,TCF,TCF4,"However, HOXB13 downregulated the expression of TCF4 and its target gene, c-myc, at the protein level and consequently inhibited beta-catenin/TCF-mediated signalling.",FP,general or irrelevant information
16037820,E2F1,p53,"This regulation of p53 by E2F1 is cell cycle dependent, as the cellular distribution of Ser315 phosphorylated p53 is associated with the periodic expression of E2F and cyclin A throughout the cell cycle.",FP,general or irrelevant information
16038737,TEL,AML1,"Moreover, interphasic FISH using TEL and AML1 probes showed the loss of a second TEL at the time of relapse.",FP,general or irrelevant information
16177182,GATA-1,Gfi-1B,"These results not only demonstrate that interaction of GATA-1 and Gfi-1B participates in a feedback regulatory pathway in controlling the expression of the Gfi-1B gene, but also provide the first evidence that Gfi-1B can exert its repression function by acting on GATA-1-mediated transcription without direct binding to the Gfi-1 site of the target genes.",FP,general or irrelevant information
16391521,gata-4,nanog,"A reporter plasmid assay also showed that both variants of nanog modestly repressed transactivation of gata-4, whose expression is proposed to be inhibited by nanog, with comparable potency.",FP,general or irrelevant information
16584381,RUNX3,RUNX1,"Epstein Barr virus immortalized human B lymphoblastoid cell lines express RUNX3, and cross-regulation of RUNX1 by RUNX3 occurs in these cells.",FP,general or irrelevant information
16628190,RUNX1,GATA1,"Thus, our data indicate that physical interaction and synergy between GATA1 and RUNX1 are retained in DS-AMKL, although it is still possible that increased RUNX1 activity plays a role in the development of leukemia in DS",FP,general or irrelevant information
16651408,c-FOS,PMX1,"In addition to many interesting features, we have found that the NUP98-PMX1 fusion protein exerts a repressive effect on PMX1 or serum response factor-mediated c-FOS activation, probably through the recruitment of a common corepressor histone deacetylase 1 by FG domains of the NUP98-PMX1 fusion protein.",FP,general or irrelevant information
16701100,FOXM1,GLI1,"Expression of transcription levels of GLI1 and FOXM1 correlated with SHh expression (SHh vs GLI1, r = 0.77, P < .0001; GLI1 vs FOXM1, r = 0.68, P < .0001; SHh vs FOXM1, r = 0.79, P < .0001).",FP,general or irrelevant information
16867872,HIF-1,p53,The aim of this study was therefore to explore the role of p53 and p300 in relation to overexpression of HIF-1alpha and activation of HIF-1 downstream genes in invasive breast cancer.,FP,general or irrelevant information
16921166,SOX10,Sp1,"However, unlike 482ins6 protein, S135T protein synergistically activated EDNRB promoter with a transcription factor Sp1, indicating that Sp1 could compensate the impaired function of a SOX10 mutant protein.",FP,general or irrelevant information
16931157,NFATc1,NFATc2,"NFATc2 is constitutively synthesized in T cells, whereas the expression of NFATc1/alphaA, the most prominent of six NFATc1 isoforms in peripheral T cells, is strongly induced following T-cell receptor and co-receptor stimulation and maintained by positive autoregulation.",FP,general or irrelevant information
17023856,AIS,ESR1,OBJECTIVES: To investigate whether: 1) PvuII and XbaI polymorphisms in ESR1 are predisposition factor for AIS and 2) these polymorphisms correlate with the severity of curvature in AIS.,FP,general or irrelevant information
17047146,HoxA9,MLL,"We conclude that MLL regulates endothelial-cell migration via HoxA9 and EphB4, whereas sprout formation requires MLL-dependent signals beyond HoxA9 and HoxD3",FP,general or irrelevant information
17113265,RelA,NFkappaB,Bandshift analysis using oligonucleotides spanning predicted NFkappaB sites within the SPP2 promoter and silencing of NFkappaB/RelA via RelA-directed siRNA demonstrated that SPP2 is an NFkappaB-dependent gene.,FP,general or irrelevant information
17189400,Nur77,FOS,"Expression profiling of stably transfected HEK293 cells revealed specific up-regulation of the immediate early response genes EGR1/EGR2/EGR3 and FOS/FOSB, mediated by activation of the MEK/ERK5/Nur77 pathway.",FP,general or irrelevant information
17217336,Max,Myc,"Max is a ubiquitous transcription factor with a bHLHZip [basic HLH (helix-loop-helix) leucine zipper] DNA-binding/dimerization domain and the central component of the Myc/Max/Mad transcription factor network that controls cell growth, proliferation, differentiation and apoptotic cell death in metazoans.",FP,general or irrelevant information
17290307,p53,HMGA1,"HIPK2 depletion by RNA interference suppressed the antiapoptotic effect of HMGA1, which indicates that HIPK2 is the target required for HMGA1 to repress the apoptotic activity of p53.",FP,general or irrelevant information
17348037,c-jun,LAP,"All three stimuli increased PGHS-2 and IL-8 mRNA expression in a MAPK-dependent manner, but while the MAPK inhibitors reduced the IL-1beta-induced activation of activating transcription factor (ATF)-2, liver activating protein (LAP) and c-jun, the stretch-induced increase in LAP was unaffected by MAPK-inhibition and only JNK inhibition appeared to reduce c-jun activation.",FP,general or irrelevant information
17697116,Myc,Mxi1,"Unlike Mxi1-SRbeta, Mxi1-SRalpha is not a potent suppressor of the cellular transformation activity of Myc.",FP,general or irrelevant information
17762884,p53,Pitx1,A hPitx1 mutant (hPitx1-R141P) acting as a dominant inhibitor repressed p53 transcription.,FP,general or irrelevant information
17875680,FoxM1,ERalpha,TFAP2C regulates the expression of ERalpha directly by binding to the ERalpha promoter and indirectly via regulation of FoxM1.,FP,general or irrelevant information
17922593,CDX2,TTF-1,"RESULTS: Organ-specific immunostaining profiles using multiple markers provided high sensitivity, specificity, and positive predictive value in detecting primary adenocarcinomas, as follows: colorectal, TTF-1-/CDX2+/CK7-/CK20+ or TTF-1-/CDX2+/CK7-/CK20-/(CEA+ or MUC2+); ovarian, CK7+/MUC5AC+/TTF-1-/CDX2-/CEA-/GCDFP-15-; breast, GCDFP-15+/TTF-1-/CDX2-/CK7+/CK20- or ER+/ TTF-1-/CDX2-/CK20-/CEA-/MUC5AC-; lung, TTF-1+ or TTF-1-/CDX2-/CK7+/CK20-/GCDFP-15-/ER-/CEA-/ MUC5AC-; pancreaticobiliary, TTF-1-/CDX2-/CK7+/ CEA+/MUC5AC+; and stomach, TTF-1-/CDX2+/CK7+/ CK20-.",FP,general or irrelevant information
17929268,TCF,p53,"RESULTS: Overexpression of p53wt as well as p53(249Ser) (a structural mutant) and p53(273His) (a DNA-contact-mutant) almost completely inhibited beta-catenin-mediated transcriptional activity of the T-cell factor (TCF) whereas p53(175His), a structural mutant, and a p53-mutant with a C-terminal deletion in the tetramerization domain (Deltap53) were unable to do so.",FP,general or irrelevant information
17954266,FOXO1A,PAX7,"Previous studies have suggested that the expression of PAX7-FOXO1A is copy-number dependent, but that of PAX3-FOXO1A is not, which may be due to a weaker PAX7 than PAX3 promoter.",FP,general or irrelevant information
17962299,p53,CTCF,"Expression of the CTCF-paralogous cancer-testis gene, brother of the regulator of imprinted sites (BORIS), is regulated by three alternative promoters modulated by CpG methylation and by CTCF and p53 transcription factors.",FP,general or irrelevant information
18004209,DBP,E4BP4,"CONCLUSIONS: Results from this study suggest that DBP and E4BP4 might consist of a reciprocating mechanism in which DBP activates the transcription of the CYP3A4 gene during the time of day when DBP is abundant, and E4BP4 suppresses the transcription at other times of day.",FP,general or irrelevant information
18065393,Smad7,Smad2,"LPA elicited phosphorylation of Smad2/3, and siRNA-mediated depletion of endogenous Smad2/3 or adenoviral expression of Smad7, an inhibitory Smad, abrogated the LPA induced expression of alpha-SMA and phosphorylation of Smad2/3.",FP,general or irrelevant information
18080803,NF-kappa B,AP-1,"In summary, we demonstrated that transfected IKK gamma, while inhibiting the NF-kappa B pathway, directly interacts with the AP-1 proteins and activates the AP-1 pathway independent of its effects on NF-kappa B.",FP,general or irrelevant information
18092840,PPAR,PPARgamma,"This observation suggests the possibility that PPARalpha and PPARgamma activators, or compounds that positively regulate PPAR gene expression, may represent novel NSAIDs for the topical or systemic treatment of common inflammatory skin diseases such as atopic dermatitis, psoriasis, and allergic contact dermatitis.",FP,general or irrelevant information
18313712,CHOP,p53,"This decrease in Gal1 expression in Hs683 cells does not induce apoptotic or autophagic features, but is found to modulate p53 transcriptional activity and decrease p53-targeted gene expression including DDIT3/GADD153/CHOP, DUSP5 ATF3 and GADD45A.",FP,general or irrelevant information
