pmid,gene1,gene2,sentence,class,details
11106484,HNF-1,HNF-1beta,Conserved core residues in the dimerization domain of the homologous transcriptional regulator HNF-1beta rationalize the functional heterodimerization of the HNF-1alpha and HNF-1beta proteins.,FP,general or irrelevant information
11113393,fra-2,c-fos,"Expression of c-jun, junB, and c-fos peaked 30 minutes after the injection while fra-2 expression peaked 30 minutes later.",FP,general or irrelevant information
11113393,fra-2,c-jun,"Expression of c-jun, junB, and c-fos peaked 30 minutes after the injection while fra-2 expression peaked 30 minutes later.",FP,general or irrelevant information
11149923,Tcf-4,Tcf,Inhibition of beta-catenin/Tcf transcription by expression of the dominant-negative mutant of Tcf-4 blocked Wnt-1-mediated cell survival and rendered cells sensitive to apoptotic stimuli.,FP,general or irrelevant information
11165321,ETV6,MLL,"In AML, gene amplification by ring formation has been demonstrated only in another three patients (amplification of the MLL gene in two cases and of the ETV6 gene in one case).",FP,general or irrelevant information
11171987,Stat1,Stat3,Constitutively activated Stat3 protects fibroblasts from serum withdrawal and UV-induced apoptosis and antagonizes the proapoptotic effects of activated Stat1.,FP,general or irrelevant information
11189444,Fos,HSF1,"Therefore, besides its known function in the stress response, HSP70 also has the property of a corepressor and combines with HSF1 to antagonize Fos expression and may thus impact multiple aspects of cell regulation",FP,general or irrelevant information
11229456,Ets-1,transcription factor Ets-1,OBJECTIVE: To investigate the expression of the transcription factor Ets-1 in synovial tissue and cultured synovial fibroblasts from patients with rheumatoid arthritis (RA) and osteoarthritis (OA) and to study the regulation of Ets-1 expression and activation in synovial fibroblasts by proinflammatory cytokines.,FP,general or irrelevant information
11243114,MDS1-Evi1,Evi1,"RESULTS: Evi1 expression was not detected in 8 normal controls, but low MDS1-Evi1 expression levels (MDS1-Evi1/GAPDH < 0.1) detected in 3 of the 8 controls.",FP,general or irrelevant information
11243114,MDS1-Evi1,Evi1,Study on expression of Evi1 and MDS1-Evi1 genes in myelodysplastic syndromes	OBJECTIVE: To investigate expression of Evi1 and MDS1-Evi1 genes in myelodysplastic syndromes (MDS) and its role in pathogenesis of MDS.,FP,general or irrelevant information
11256944,ATF6beta,ATF6,"We thus concluded that the two related bZIP proteins are crucial transcriptional regulators of the mammalian UPR, and propose calling the ATF6 gene product ATF6alpha and the G13 gene product ATF6beta",FP,general or irrelevant information
11304690,MADH2,MADH4,"None of the tumors showed mutations of MADH2 and MADH4 or loss of detectable transcripts from MADH2, MADH4, APM-1 and DCC.",FP,general or irrelevant information
11316804,TAF(II)250,c-Jun,We hypothesized that c-Jun is capable of derepressing the effect of the TAF(II)250 N terminus on TFIID-driven transcription.,FP,general or irrelevant information
11316804,TFIID,c-Jun,We hypothesized that c-Jun is capable of derepressing the effect of the TAF(II)250 N terminus on TFIID-driven transcription.,FP,general or irrelevant information
11316804,TFIID,TAF(II)250,We hypothesized that c-Jun is capable of derepressing the effect of the TAF(II)250 N terminus on TFIID-driven transcription.,FP,general or irrelevant information
11320240,NFAT1,Fos,The reorientation of Fos-Jun by NFAT1 was not inhibited by competitor oligonucleotides or heterodimers.,FP,general or irrelevant information
11375890,HIF-1,p53,"Albeit less potent than wild-type p53, all Arg175 p53 mutants retained partial ability to repress HIF-1-stimulated transcription.",FP,general or irrelevant information
11422041,c-Myc,Max,"Max is the best known heterodimeric partner of c-Myc, interacting with its C-terminal domain, and Bin1 is an adaptor protein interacting with its N-terminal domain.",FP,general or irrelevant information
11470825,Tcf-1,TCF,"Also, 1alpha,25(OH)2D(3) inhibited expression of beta-catenin-TCF-4-responsive genes, c-myc, peroxisome proliferator-activated receptor delta, Tcf-1, and CD44, whereas it induced expression of ZO-1.",FP,general or irrelevant information
11496344,FKHR,PAX3,"CONCLUSIONS: We conclude that compared to PAX7-FKHR-containing tumors, ARMS that contain PAX3-FKHR transcript have (1) increased cell proliferation, consistent with greater loss of cell cycle regulation, and (2) apoptosis that is increased but insufficient to prevent tumor formation.",FP,general or irrelevant information
11496344,FKHR,PAX7,"PROCEDURE: We examined histology, immunohistochemical markers of differentiation, and cell cycle characteristics of a panel of ARMS containing either PAX3-FKHR or PAX7-FKHR transcript to determine if these features differ between the ARMS subsets.",FP,general or irrelevant information
11496344,FKHR,PAX7,Proliferative and apoptotic differences between alveolar rhabdomyosarcoma subtypes: a comparative study of tumors containing PAX3-FKHR or PAX7-FKHR gene fusions.,FP,general or irrelevant information
11496344,FKHR,PAX7,"RESULTS: Cell cycle parameters varied significantly: the number of nuclei that stained with either an immunohistochemical marker of proliferation (MIB1), or a TUNEL-based assay for apoptosis was significantly greater in tumors that expressed PAX3-FKHR compared to tumors that expressed PAX7-FKHR transcript.",FP,general or irrelevant information
11504730,SREBP-1c,NR1H3,"The nuclear receptors liver X receptor alpha (LXRalpha) (NR1H3) and LXRbeta (NR1H2) are important regulators of genes involved in lipid metabolism, including ABCA1, ABCG1, and sterol regulatory element-binding protein-1c (SREBP-1c).",FP,general or irrelevant information
11504730,SREBP-1c,NR1H2,"The nuclear receptors liver X receptor alpha (LXRalpha) (NR1H3) and LXRbeta (NR1H2) are important regulators of genes involved in lipid metabolism, including ABCA1, ABCG1, and sterol regulatory element-binding protein-1c (SREBP-1c).",FP,general or irrelevant information
11508826,Pax8,Prop1,"The following topics are addressed: molecular mutations causing central hypothyroidism (isolated autosomal recessive TRH deficiency; autosomal recessive TRH-receptor inactivating mutations; TSH beta-subunit bio-inactivating mutations; Pit-1 mutations; Prop1 mutations; high molecular weight bio-inactive TSH); defects in response to TSH (mutations in the TSH receptor: TSH receptor gain-of-function mutations; TSH receptor loss-of-function mutations); defects in thyroid gland formation: transcription factor mutations (TTF-2 and Pax8); defects in peripheral thyroid hormone metabolism (defective intrapituitary conversion of T4 to T3; hemangioma consumption of thyroid hormone); and defects in tissue response to thyroid hormone (generalized thyroid hormone resistance, selective pituitary thyroid hormone resistance).",FP,general or irrelevant information
11535131,Myc,Max,"Max is the central component of the Myc/Max/Mad network of transcription factors that regulate growth, differentiation and apoptosis.",FP,general or irrelevant information
11535131,Myc,Max,"Taken together, our findings uncover three distinct processes, namely dephosphorylation and cleavage by caspase-5 and caspase-7, that target Max during Fas-mediated apoptosis, suggesting the regulation of the Myc/Max/Mad network through its central component",FP,general or irrelevant information
11559933,IRF2,IRF1,Alterations in IRF1/IRF2 expression in acute myelogenous leukemia.,FP,general or irrelevant information
11559948,AML1,TEL,"Deletion of 12p resulting in the loss of the normal allele of TEL and nonspecific del(6q) were noted in 8% (1/12) and 25% (3/12) of the TEL/AML1+ children, respectively.",FP,general or irrelevant information
11607823,FKHR,PAX7,The PAX7-FKHR fusion is overexpressed as a result of in vivo amplification while the PAX3-FKHR fusion is overexpressed due to a copy number-independent increase in transcriptional rate.,FP,general or irrelevant information
11686293,TBP,TAF(II)250,"TAF(II)250 is a scaffold for assembly of other TAF(II)s and TBP into TFIID, TAF(II)250 binds activators to recruit TFIID to particular promoters, TAF(II)250 regulates binding of TBP to DNA, TAF(II)250 binds core promoter initiator elements, TAF(II)250 binds acetylated lysine residues in core histones, and TAF(II)250 possesses protein kinase, ubiquitin-activating/conjugating and acetylase activities that modify histones and GTFs.",FP,general or irrelevant information
11689848,E2F transcription factor,p53,We have constructed a virus (01/PEME) containing a novel regulatory circuit in which p53-dependent expression of an antagonist of the E2F transcription factor inhibits viral replication in normal cells.,FP,general or irrelevant information
11707390,IkappaBalpha,Bcl-3,"The two structures are highly similar over the central ankyrin repeats but differ in the N-terminal repeat and at the C-terminus, where Bcl-3 contains a seventh repeat in place of the acidic PEST region of IkappaBalpha.",FP,general or irrelevant information
11721451,MDS1-Evi-1,Evi-1,"RESULTS: Evi-1 expression was not detected in bone marrow samples of 8 normal controls, but low MDS1-Evi-1 expression levels (MDS1-Evi-1/GAPDH < 0.1) were detected in 3 of the 8 controls.",FP,general or irrelevant information
11727934,HIF-1alpha,c-myc,"Whereas c-myc is a direct target for oncogenic mutations, expression of hypoxia-inducible factor 1 (HIF-1) is indirectly up-regulated via gain-of-function mutations in oncogenes and loss-of-function mutations in tumour suppressor genes that result increased HIF-1alpha protein expression and/or increased HIF-1 transcriptional activity in a cell-type-specific manner.",FP,general or irrelevant information
11727934,HIF-1,c-myc,"Whereas c-myc is a direct target for oncogenic mutations, expression of hypoxia-inducible factor 1 (HIF-1) is indirectly up-regulated via gain-of-function mutations in oncogenes and loss-of-function mutations in tumour suppressor genes that result increased HIF-1alpha protein expression and/or increased HIF-1 transcriptional activity in a cell-type-specific manner.",FP,general or irrelevant information
11732772,NeuroD,NeuroD2,"The authors used in situ hybridization with full-length riboprobes for NeuroD1, NeuroD2, and NeuroD3 to describe the expression of the NeuroD homologues in a gestational sequence of human fetal brains.",FP,general or irrelevant information
